author,last_updated,title,review,rating,app_version,net_helpfulness,helpfulness_count
1544,Oi r ôi,2026-03-20T14:31:01-07:00,Tien Anh,"Một hãng xe có lẽ tồi tệ nhất ở mọi mặt VN,khuyên chân thành mn ko nên sử dụng,xoá app!",1,5.401.0,0,0
1545,black.cat2206,2026-03-20T13:22:06-07:00,Grab quá tệ trong việc bảo vệ người lao động,"Về việc tài xế grab bị nhạc sĩ MINH KHANG hâm doạ và sỉ nhục. Grab ko đưa ra được một hành động nào để bảo vệ tài xế , một sự hèn nhát tột độ",1,5.401.0,0,0
1546,Trỗi dậy,2026-03-20T10:19:24-07:00,dkdn,Grab không hiểu chuyện,1,5.401.0,0,0
1547,NgocViet3478,2026-03-20T10:03:58-07:00,Grab Vietnam fired diver over customer assaulted and threatened a driver in his car while driving,"Grab Vietnam blocked an account and fired a driver after he reported and warning a customer assaulting and threatening  him in his car. They did not protect their drivers and their actions is completely unprofessional. Instead of limit or block the customer account, they encourage that violent customer by cut kicked off the driver out of their company and blocked him as well. Unacceptable! Now Vietnamese know your service and don’t want you run that kind of bullying and gangster’s behavior in our country. Is Grab system in your country is the same?",1,5.401.0,1,1
1548,cailoz528,2026-03-20T07:42:15-07:00,Most honest review,"Trash, putting brand image over personal experiences and employee rights",1,5.401.0,0,0
1549,Aap cùi,2026-03-20T06:04:06-07:00,Ứng sử thiếu văn hoá,Nên 1 sao,1,5.401.0,0,0
1550,tẩy...,2026-03-20T05:09:59-07:00,phân biệt đối xử,tự áp đặt,1,5.401.0,0,0
1551,TtCindyTt,2026-03-20T03:17:02-07:00,Don’t trust,Remove my life,1,5.401.0,0,0
1552,Nguoi Viet Nam yêu nuoc,2026-03-20T02:49:15-07:00,Ửng dụng tuy tôt! Nhưng không tốt với Tài Xế Việt Nam,Ứng Dụng có tốt mà Không biết tôn trọng Tài Xế thì cũng không phù hợp để tồn tại!,1,5.401.0,0,0
1553,Tuvosaigon,2026-03-20T02:17:59-07:00,Tôi đã xoá app này,1 sao,1,5.401.0,0,0
1554,Ca Cao nhà phố SG,2026-03-20T02:09:52-07:00,Phản đối,Thiếu sự cân bằng trong cách hành xử với NLĐ,1,5.401.0,0,0
1555,Mr videos,2026-03-20T00:57:36-07:00,Phải tìm hiểu rõ nguyên nhân,Nếu liên quan tới danh dự và an toàn cho bản thân thì phải điều tra rõ ràng mới đánh giá và kết luận,1,5.401.0,0,0
1556,like sht,2026-03-20T00:33:05-07:00,Chất lượng dịch vụ kém,Tăng giá vô tội vạ,1,5.401.0,0,0
1557,hdsjcuei,2026-03-19T21:56:51-07:00,Terrible experience,Don’t use this app,1,5.401.0,0,0
1558,Epo green,2026-03-19T20:19:43-07:00,Nhà xe Sơn lợn phố châu đài,Xin hãy bảo vệ đối tác tài xế,1,5.401.0,0,0
1559,Matu8188,2026-03-19T20:05:31-07:00,Bad service,Look over their passenger’s misbehavior and mistreat their drivers,1,5.401.0,0,0
1560,opopokolo,2026-03-19T19:41:52-07:00,jj,tệ,1,5.401.0,0,0
1561,Chymmie,2026-03-19T19:28:26-07:00,"Dont update address, wrong ship 14 km","Using old address, ship to old address 14km",1,5.401.0,0,0
1562,NTV asia,2026-03-19T19:19:28-07:00,Không bảo vệ lđ,"Sử dụng khi về VN, nhưng nay cho app 1 sao vì tội bênh cái giàu và quyền lực mà bỏ rơi người lao động.",1,5.401.0,0,0
1563,WildzLife,2026-03-19T18:58:13-07:00,Better term for your driving partner,"Customer is all and all, but you cant survive without driver, treat them better, they are your force. You need to have a way to punish a bad customer especially in SE Asia region. Do something immidiately !",1,5.401.0,0,0
1564,mhero1,2026-03-19T18:30:56-07:00,Thất vọng,Việc đuổi việc lái xe sau vụ ông Minh Khang là điều rất khó hiểu! Grab rất tệ,1,5.401.0,0,0
1565,skyline school cs1,2026-03-19T17:37:55-07:00,thiếu trách nhiệm,suy nghĩ thêm cho tài xế,1,5.401.0,0,0
1566,Phi hồng zũ,2026-03-19T16:41:03-07:00,Tệ,Đã xoá,1,5.401.0,0,0
1567,Anh AZ,2026-03-19T16:38:44-07:00,Giải quyết vấn đề,Không công bằng cho tài xế,1,5.401.0,0,0
1568,Wazeisnumberone,2026-03-19T13:04:05-07:00,Justice for Vietnamese driver,"Just read about the incident about bad behavior of the drunk music writer Minh Khanh, harassing the poor grab driver.  Instead of protecting the Driver, Grab decided to block him drving on Grab platform. This is not fair for the driver. You should’ve ban Minh Khang, not the Grab driver!!!",1,5.401.0,0,0
1569,LoLName2103,2026-03-19T12:51:47-07:00,SERVICE,Minh Khang is number.1,1,5.401.0,0,0
1570,oknha134,2026-03-19T12:27:44-07:00,thiếu công bằng,thiếu công bằng,1,5.401.0,0,0
1571,Gonle8285,2026-03-19T11:42:44-07:00,Bad,Bad,1,5.401.0,0,0
1572,Jaslieu,2026-03-19T11:39:02-07:00,Tệ,Quá tệ truyền thông,1,5.401.0,0,0
1573,bybuvu,2026-03-19T10:16:34-07:00,DO NOT SUPPORT THIS COMPANY,"There was an incident that one of the customer was drunk and he was trying to hit the driver. he is famous producer. instead of protecting the driver, the company asked the driver to take down the video otherwise they will fire him. this action is not acceptable at any circumstances. please do not use this company for your rides",1,5.401.0,0,0
1574,david_dao,2026-03-19T09:41:50-07:00,Not supportive,Bad experience,1,5.401.0,0,0
1575,Baonhien2205,2026-03-19T09:40:43-07:00,Khoá app của tài xế,Không có tính nhân văn,1,5.401.0,0,0
1576,cheonsana,2026-03-19T09:33:28-07:00,Như c,Như c,1,5.401.0,0,0
1577,":)...,55",2026-03-19T09:27:23-07:00,Minh khang,+1 ng không sài grap nữa,1,5.401.0,0,0
1578,Lalalatada,2026-03-19T08:40:51-07:00,Hành xử quá tệ,"Cả một tập đoàn lớn như vậy mà chỉ nhìn vào 1 phía rồi đi khoá app vĩnh viễn tài xế, để bảo vệ 1 kẻ côn đồ.",1,5.401.0,0,0
1579,huydff,2026-03-19T08:28:25-07:00,tệ,tệ,1,5.401.0,0,0
1580,kop-cold-blood,2026-03-19T08:27:13-07:00,Xử lý bất công…,"Với tư cách là 1 khách hàng rất hay sử dụng dich vụ grab đê di chuyển và đặt đồ ăn, nhưng với cách hành xử của Grab đối với tài xế là không thê chấp nhận được.việc khoá TK của tài xế cũng đông nghĩa Grab đã mất đi 1 lương khách hàng cũng như lượng đối tác ( tài xế) về tay đối thủ, chúc mừng grab đã đi theo vêt xe của zalo",1,5.401.0,0,0
1581,Helrss,2026-03-19T08:10:09-07:00,Bad,Bad,1,5.401.0,0,0
1582,Fajebkrjkku,2026-03-19T08:08:46-07:00,🫤,😗,1,5.401.0,0,0
1583,Đang làm giàu,2026-03-19T08:07:04-07:00,Tài,Ko bt đúng sai thiếu tình người,1,5.401.0,0,0
1584,ahetfd,2026-03-19T07:56:45-07:00,Tệ,Quá tệ,1,5.401.0,0,0
1585,hiojbonjolopgguvgghjkkllkkkk,2026-03-19T07:33:19-07:00,ứng sử với tài xế,khách hàng đối sử vs tài xế quá tệ,1,5.401.0,0,0
1586,Nhl9910,2026-03-19T07:27:05-07:00,Không tốt,Không giải quyết vấn đề ổn thoả,1,5.401.0,0,0
1587,dkt9999,2026-03-19T07:08:39-07:00,Very bad,Very bad,1,5.401.0,0,0
1588,King Marco II,2026-03-19T06:43:36-07:00,Quá cá nhân,"Qua vụ việc, tài xế Grab bị khoá app. Tôi thấy Grab không phải là ứng dụng cần thiết của mình nữa ! Say goodbye Grab 👋",1,5.401.0,0,0
1589,sweettambis,2026-03-19T06:34:54-07:00,Cash Payment,Cash Payment,5,5.401.0,0,0
1590,minh khang 🤮,2026-03-19T06:33:41-07:00,MỞ APP cho tài xế,"App ko làm thì chúng tôi còn xanhsm, be,..",1,5.401.0,0,0
1591,asddsaaaaa,2026-03-19T05:57:26-07:00,Tẩy giun,Cổ vũ bạo lực à Grab,1,5.401.0,0,0
1592,XxxxxxANDxxxxxX,2026-03-19T05:37:34-07:00,MK,Tệ,1,5.401.0,0,0
1593,Minh hương0191,2026-03-19T05:26:34-07:00,Trán,Sự lý kém,1,5.401.0,0,0
1594,Dducky0501,2026-03-19T05:22:50-07:00,Thái độ,"Đối xử quá tệ với nhân viên, dịch vụ không tối ưu cho khách hàng",1,5.401.0,0,0
1595,manh310895,2026-03-19T05:00:35-07:00,1 sao,Phục thiếu chuyên nghiệp. Quá tồi,1,5.401.0,0,0
1596,Bontkcb,2026-03-19T04:57:13-07:00,App như cc,Ko qt ae tài xế chỉ lo lí do của khách hàng,1,5.401.0,0,0
1597,nghiemvnn,2026-03-19T04:46:33-07:00,Appp tồi tệ nhất VietNam,App này bóc lột sức lao động của nhân viên và rat bất công,1,5.401.0,0,0
1598,Bill Bí Ngô,2026-03-19T04:39:39-07:00,Tệ,tệ,1,5.401.0,0,0
1599,luutruongtung,2026-03-19T04:31:22-07:00,đề nghị cút khỏi việt nam,loại chúng mày chỉ nghĩ đến tiền đến khách hàng đề nghị grab cút khỏi việt nam,1,5.401.0,0,0
1600,Billy_Do1989,2026-03-19T04:05:37-07:00,Tệ,Công ty không bảo vệ nhân viên trước khách hàng sai trái,1,5.401.0,0,0
1601,Trung2020ad,2026-03-19T04:00:14-07:00,Quá tệ,Quá tệ,1,5.401.0,0,0
1602,Kiều77178,2026-03-19T03:58:43-07:00,Thích,Thích,1,5.401.0,0,0
1603,Người dùng hàng ngày pvh,2026-03-19T03:58:09-07:00,Phát ngôn ngu nhất năm,"Trải nghiệm tệ Đội ngũ hỗ trợ không giải quyết được vấn đề mà còn có lời lẽ thiếu văn hóa, coi thường người dùng. Có vẻ như phía đơn vị không cần khách hàng nên mới có thái độ bất cần như vậy. Mọi người nên cân nhắc kỹ trước khi nạp tiền hoặc sử dụng dịch vụ ở đây để tránh mua bực vào mình.",1,5.401.0,0,0
1604,eduyhhh,2026-03-19T03:56:06-07:00,nhu lon,nhu lon,1,5.401.0,0,0
1605,TRẦN ĐĂNG NHÀN,2026-03-19T03:19:55-07:00,Đánh giá,Quá tệ. Công ty đớp của tài xế quá nhiều có lúc đến 50% số tiền,1,5.401.0,0,0
1606,Kem 1991,2026-03-19T02:53:12-07:00,Không tôn trọng người lao động,Doanh nghiệp không chuyên nghiệp,1,5.401.0,0,0
1607,Ngiện nhạc,2026-03-19T02:40:38-07:00,Từ nay đi taxi xanh,Grab ko tôn trọng đối tác xoá áp từ nay chuyển qua taxi xanh,1,5.401.0,0,0
1608,hkt6789,2026-03-19T02:33:06-07:00,Grab bố láo,"Mời bạn ra khỏi việt nam, tài xế là người mang lại doanh thu cho cty vậy mà chỉ vì 1 thằng có tí tên tuổi mà đuổi việc người ta thì chúng mày tự đá đổ bát cơm của chúng mày thôi. Tẩy chay grab. Sài xanh sm",1,5.401.0,0,0
1609,Jsns evxusksbdhdi,2026-03-19T01:51:15-07:00,Đối xử tệ với lái xe,"thay vì bảo vệ công lí đúng sai và bảo vệ quyền lợi cho nhân viên mình thì lại đi bảo vệ cái sai để khỏi ảnh hưởng đến người có tiền... con người sinh ra bình đẳng như nhau đều máu thịt, chỉ khác nhau ở chổ giàu và nghèo... nhưng đều sống trong xã hội và tượng tôn pháp luật... ai cũng có tự trọng riêng, vậy nên Off",1,5.401.0,0,0
1610,phùng đức anh 742002,2026-03-19T01:49:15-07:00,Phản hồi,Quá tồi,1,5.401.0,0,0
1611,Binecon,2026-03-19T01:37:18-07:00,App nhu qq,Khoá tài khoản ko lý do,1,5.401.0,0,0
1612,Hạ hầu hiếu,2026-03-19T01:04:39-07:00,1⭐️,Hành xử tào lao với tài xê! Đáng bị 1⭐️,1,5.401.0,0,0
1613,tịdnnd,2026-03-19T00:51:52-07:00,Delete,"Tao đã xoá grap 
Chán cái cách làm việc quá",1,5.401.0,0,0
